sigma_s,sigma_a,,calc_r,exp_r,abs(err),err %,avg abs error,avg % error,calc_g,exp_g,abs(err),err %,avg abs error,avg % error,,calc_b,exp_b,abs(err),err %,avg abs error,avg % error
0.1,0.1,,0.235356639,0.20002,0.0353,17.6666,,,0.235398387,0.20002,0.0354,17.6874,,,,0.235402857,0.20002,3.54E-02,1.77E+01,,
0.1,0.2,,0.32005166,0.30002,0.02,6.6768,,,0.320059359,0.30002,0.02,6.6793,,,,0.320058689,0.30002,2.00E-02,6.68E+00,,
0.1,0.3,,0.420808544,0.40002,0.0208,5.1969,,,0.420809338,0.40002,0.0208,5.1971,,,,0.420808742,0.40002,2.08E-02,5.20E+00,,
0.1,0.4,,0.522576769,0.50002,0.0226,4.5112,,,0.52257821,0.50002,0.0226,4.5115,,,,0.522578657,0.50002,2.26E-02,4.51E+00,,
0.1,0.5,,0.613395621,0.60002,0.0134,2.2292,,,0.613395621,0.60002,0.0134,2.2292,,,,0.613395621,0.60002,1.34E-02,2.23E+00,,
0.1,0.6,,0.716471424,0.70002,0.0165,2.3501,,,0.716470778,0.70002,0.0165,2.35,,,,0.716471026,0.70002,1.65E-02,2.35E+00,,
0.1,0.7,,0.810440381,0.80002,0.0104,1.3025,,,0.810440481,0.80002,0.0104,1.3025,,,,0.810440282,0.80002,1.04E-02,1.30E+00,,
0.1,0.8,,0.913102031,0.90002,0.0131,1.4535,,,0.913101832,0.90002,0.0131,1.4535,,,,0.913101832,0.90002,1.31E-02,1.45E+00,,
0.1,0.9,,1.011007627,1.00002,0.011,1.0987,,,1.011007627,1.00002,0.011,1.0987,,,,1.011007627,1.00002,1.10E-02,1.10E+00,,
0.1,1,,1.105121275,1.10002,0.0051,0.4637,,,1.105121275,1.10002,0.0051,0.4637,,,,1.105121275,1.10002,5.10E-03,4.64E-01,,
0.2,0,,0.352952853,0.20002,0.1529,76.4588,,,0.349487041,0.20002,0.1495,74.726,,,,0.34888573,0.20002,1.49E-01,7.44E+01,,
0.2,0.1,,0.346202403,0.30002,0.0462,15.3931,,,0.346121217,0.30002,0.0461,15.366,,,,0.346109122,0.30002,4.61E-02,1.54E+01,,
0.2,0.2,,0.427458535,0.40002,0.0274,6.8593,,,0.427442888,0.40002,0.0274,6.8554,,,,0.427441051,0.40002,2.74E-02,6.85E+00,,
0.2,0.3,,0.521560758,0.50002,0.0215,4.308,,,0.521567414,0.50002,0.0215,4.3093,,,,0.5215696,0.50002,2.15E-02,4.31E+00,,
0.2,0.4,,0.623209427,0.60002,0.0232,3.8648,,,0.623206546,0.60002,0.0232,3.8643,,,,0.6232059,0.60002,2.32E-02,3.86E+00,,
0.2,0.5,,0.718161911,0.70002,0.0181,2.5916,,,0.718161662,0.70002,0.0181,2.5916,,,,0.718161364,0.70002,1.81E-02,2.59E+00,,
0.2,0.6,,0.819244732,0.80002,0.0192,2.403,,,0.819244732,0.80002,0.0192,2.403,,,,0.819244633,0.80002,1.92E-02,2.40E+00,,
0.2,0.7,,0.916092992,0.90002,0.0161,1.7858,,,0.916092992,0.90002,0.0161,1.7858,,,,0.916092992,0.90002,1.61E-02,1.79E+00,,
0.2,0.8,,1.022510926,1.00002,0.0225,2.249,,,1.022510926,1.00002,0.0225,2.249,,,,1.022510926,1.00002,2.25E-02,2.25E+00,,
0.2,0.9,,1.112987598,1.10002,0.013,1.1789,,,1.112987598,1.10002,0.013,1.1789,,,,1.112987598,1.10002,1.30E-02,1.18E+00,,
0.2,1,,1.212317745,1.20002,0.0123,1.0248,,,1.212317745,1.20002,0.0123,1.0248,,,,1.212317745,1.20002,1.23E-02,1.02E+00,,
0.3,0,,0.425490638,0.30002,0.1255,41.8208,,,0.426200877,0.30002,0.1262,42.0575,,,,0.426287154,0.30002,1.26E-01,4.21E+01,,
0.3,0.1,,0.447326799,0.40002,0.0473,11.8261,,,0.447072734,0.40002,0.0471,11.7626,,,,0.447030514,0.40002,4.70E-02,1.18E+01,,
0.3,0.2,,0.529617618,0.50002,0.0296,5.9193,,,0.529634456,0.50002,0.0296,5.9227,,,,0.529637188,0.50002,2.96E-02,5.92E+00,,
0.3,0.3,,0.629139046,0.60002,0.0291,4.853,,,0.629143566,0.60002,0.0291,4.8538,,,,0.629145155,0.60002,2.91E-02,4.85E+00,,
0.3,0.4,,0.725667228,0.70002,0.0256,3.6638,,,0.725660821,0.70002,0.0256,3.6629,,,,0.725659827,0.70002,2.56E-02,3.66E+00,,
0.3,0.5,,0.821201205,0.80002,0.0212,2.6476,,,0.821198523,0.80002,0.0212,2.6472,,,,0.821198771,0.80002,2.12E-02,2.65E+00,,
0.3,0.6,,0.918199122,0.90002,0.0182,2.0199,,,0.918200215,0.90002,0.0182,2.02,,,,0.918200612,0.90002,1.82E-02,2.02E+00,,
0.3,0.7,,1.011138956,1.00002,0.0111,1.1119,,,1.011139254,1.00002,0.0111,1.1119,,,,1.011139452,1.00002,1.11E-02,1.11E+00,,
0.3,0.8,,1.11278981,1.10002,0.0128,1.1609,,,1.112789611,1.10002,0.0128,1.1609,,,,1.11278981,1.10002,1.28E-02,1.16E+00,,
0.3,0.9,,1.215983729,1.20002,0.016,1.3303,,,1.215983729,1.20002,0.016,1.3303,,,,1.215983729,1.20002,1.60E-02,1.33E+00,,
0.3,1,,1.314110955,1.30002,0.0141,1.0839,,,1.314110955,1.30002,0.0141,1.0839,,,,1.314110955,1.30002,1.41E-02,1.08E+00,,
0.4,0,,0.47989135,0.40002,0.0799,19.9668,,,0.481968274,0.40002,0.0819,20.486,,,,0.482386897,0.40002,8.24E-02,2.06E+01,,
0.4,0.1,,0.545006146,0.50002,0.045,8.9969,,,0.545020749,0.50002,0.045,8.9998,,,,0.545022786,0.50002,4.50E-02,9.00E+00,,
0.4,0.2,,0.644949873,0.60002,0.0449,7.4881,,,0.644986381,0.60002,0.045,7.4941,,,,0.644992938,0.60002,4.50E-02,7.50E+00,,
0.4,0.3,,0.728243341,0.70002,0.0282,4.0318,,,0.728225708,0.70002,0.0282,4.0293,,,,0.728223125,0.70002,2.82E-02,4.03E+00,,
0.4,0.4,,0.815683107,0.80002,0.0157,1.9578,,,0.815709333,0.80002,0.0157,1.9611,,,,0.815714498,0.80002,1.57E-02,1.96E+00,,
0.4,0.5,,0.916687946,0.90002,0.0167,1.852,,,0.916685263,0.90002,0.0167,1.8517,,,,0.916685065,0.90002,1.67E-02,1.85E+00,,
0.4,0.6,,1.018831432,1.00002,0.0188,1.8811,,,1.018834412,1.00002,0.0188,1.8814,,,,1.018835107,1.00002,1.88E-02,1.88E+00,,
0.4,0.7,,1.120423774,1.10002,0.0204,1.8549,,,1.120423873,1.10002,0.0204,1.8549,,,,1.120423873,1.10002,2.04E-02,1.85E+00,,
0.4,0.8,,1.230738362,1.20002,0.0307,2.5598,,,1.230738362,1.20002,0.0307,2.5598,,,,1.230738362,1.20002,3.07E-02,2.56E+00,,
0.4,0.9,,1.317602694,1.30002,0.0176,1.3525,,,1.317602495,1.30002,0.0176,1.3525,,,,1.317602495,1.30002,1.76E-02,1.35E+00,,
0.4,1,,1.414761146,1.40002,0.0147,1.0529,,,1.414761146,1.40002,0.0147,1.0529,,,,1.414761146,1.40002,1.47E-02,1.05E+00,,
0.5,0,,1.341808935,0.50002,0.8418,168.3511,,,1.539820234,0.50002,1.0398,207.9517,,,,1.574974755,0.50002,1.07E+00,2.15E+02,,
0.5,0.1,,0.661113411,0.60002,0.0611,10.1819,,,0.661158015,0.60002,0.0611,10.1893,,,,0.661160996,0.60002,6.11E-02,1.02E+01,,
0.5,0.2,,0.747252107,0.70002,0.0472,6.7473,,,0.747258166,0.70002,0.0472,6.7481,,,,0.747260799,0.70002,4.72E-02,6.75E+00,,
0.5,0.3,,0.845711827,0.80002,0.0457,5.7113,,,0.845667223,0.80002,0.0456,5.7058,,,,0.845657786,0.80002,4.56E-02,5.70E+00,,
0.5,0.4,,0.933382809,0.90002,0.0334,3.7069,,,0.933395425,0.90002,0.0334,3.7083,,,,0.933397313,0.90002,3.34E-02,3.71E+00,,
0.5,0.5,,1.026189923,1.00002,0.0262,2.6169,,,1.026198268,1.00002,0.0262,2.6178,,,,1.026200553,1.00002,2.62E-02,2.62E+00,,
0.5,0.6,,1.120682458,1.10002,0.0207,1.8784,,,1.120684544,1.10002,0.0207,1.8786,,,,1.120685041,1.10002,2.07E-02,1.88E+00,,
0.5,0.7,,1.226906081,1.20002,0.0269,2.2405,,,1.226903796,1.20002,0.0269,2.2403,,,,1.226903399,1.20002,2.69E-02,2.24E+00,,
0.5,0.8,,1.315599183,1.30002,0.0156,1.1984,,,1.315599183,1.30002,0.0156,1.1984,,,,1.315599183,1.30002,1.56E-02,1.20E+00,,
0.5,0.9,,1.421890358,1.40002,0.0219,1.5621,,,1.421889166,1.40002,0.0219,1.5621,,,,1.421889166,1.40002,2.19E-02,1.56E+00,,
0.5,1,,1.515092552,1.50002,0.0151,1.0048,,,1.515092552,1.50002,0.0151,1.0048,,,,1.515092552,1.50002,1.51E-02,1.00E+00,,
0.6,0,,0.53199028,0.60002,0.068,11.3379,,,0.514652878,0.60002,0.0854,14.2274,,,,0.511362553,0.60002,8.87E-02,1.48E+01,,
0.6,0.1,,0.761674444,0.70002,0.0617,8.8075,,,0.761698981,0.70002,0.0617,8.811,,,,0.761706134,0.70002,6.17E-02,8.81E+00,,
0.6,0.2,,0.849940677,0.80002,0.0499,6.2399,,,0.849915047,0.80002,0.0499,6.2367,,,,0.849912465,0.80002,4.99E-02,6.24E+00,,
0.6,0.3,,0.940430661,0.90002,0.0404,4.49,,,0.940410992,0.90002,0.0404,4.4878,,,,0.940405329,0.90002,4.04E-02,4.49E+00,,
0.6,0.4,,1.033364038,1.00002,0.0333,3.3343,,,1.033362548,1.00002,0.0333,3.3342,,,,1.033362349,1.00002,3.33E-02,3.33E+00,,
0.6,0.5,,1.126183569,1.10002,0.0262,2.3785,,,1.126178205,1.10002,0.0262,2.378,,,,1.126177311,1.10002,2.62E-02,2.38E+00,,
0.6,0.6,,1.22129341,1.20002,0.0213,1.7728,,,1.221294999,1.20002,0.0213,1.7729,,,,1.221294999,1.20002,2.13E-02,1.77E+00,,
0.6,0.7,,1.311157048,1.30002,0.0111,0.8567,,,1.311157048,1.30002,0.0111,0.8567,,,,1.311157048,1.30002,1.11E-02,8.57E-01,,
0.6,0.8,,1.428426007,1.40002,0.0284,2.029,,,1.428425014,1.40002,0.0284,2.0289,,,,1.428424815,1.40002,2.84E-02,2.03E+00,,
0.6,0.9,,1.520672242,1.50002,0.0207,1.3768,,,1.520672242,1.50002,0.0207,1.3768,,,,1.520672242,1.50002,2.07E-02,1.38E+00,,
0.6,1,,1.627848546,1.60002,0.0278,1.7393,,,1.627848546,1.60002,0.0278,1.7393,,,,1.627848546,1.60002,2.78E-02,1.74E+00,,
0.7,0,,0.757211496,0.70002,0.0572,8.17,,,0.749432594,0.70002,0.0494,7.0587,,,,0.749059071,0.70002,4.90E-02,7.01E+00,,
0.7,0.1,,0.849754016,0.80002,0.0497,6.2166,,,0.849871238,0.80002,0.0499,6.2312,,,,0.849875609,0.80002,4.99E-02,6.23E+00,,
0.7,0.2,,0.945841968,0.90002,0.0458,5.0912,,,0.945913891,0.90002,0.0459,5.0992,,,,0.945923428,0.90002,4.59E-02,5.10E+00,,
0.7,0.3,,1.032137175,1.00002,0.0321,3.2117,,,1.032129526,1.00002,0.0321,3.2109,,,,1.032129228,1.00002,3.21E-02,3.21E+00,,
0.7,0.4,,1.128531098,1.10002,0.0285,2.5919,,,1.128504276,1.10002,0.0285,2.5894,,,,1.128500402,1.10002,2.85E-02,2.59E+00,,
0.7,0.5,,1.21783634,1.20002,0.0178,1.4847,,,1.217864652,1.20002,0.0178,1.487,,,,1.217869818,1.20002,1.78E-02,1.49E+00,,
0.7,0.6,,1.327968438,1.30002,0.0279,2.1498,,,1.327961286,1.30002,0.0279,2.1493,,,,1.327960193,1.30002,2.79E-02,2.15E+00,,
0.7,0.7,,1.415923238,1.40002,0.0159,1.1359,,,1.415922244,1.40002,0.0159,1.1359,,,,1.415921847,1.40002,1.59E-02,1.14E+00,,
0.7,0.8,,1.510269443,1.50002,0.0102,0.6833,,,1.510267953,1.50002,0.0102,0.6832,,,,1.510267953,1.50002,1.02E-02,6.83E-01,,
0.7,0.9,,1.632548769,1.60002,0.0325,2.033,,,1.632548372,1.60002,0.0325,2.033,,,,1.632548074,1.60002,3.25E-02,2.03E+00,,
0.7,1,,1.71639959,1.70002,0.0164,0.9635,,,1.71639959,1.70002,0.0164,0.9635,,,,1.71639959,1.70002,1.64E-02,9.63E-01,,
0.8,0,,0.55720821,0.80002,0.2428,30.3507,,,0.580631693,0.80002,0.2194,27.4229,,,,0.585910628,0.80002,2.14E-01,2.68E+01,,
0.8,0.1,,0.948820015,0.90002,0.0488,5.4221,,,0.948953032,0.90002,0.0489,5.4369,,,,0.948961973,0.90002,4.89E-02,5.44E+00,,
0.8,0.2,,1.050793032,1.00002,0.0508,5.0772,,,1.050496598,1.00002,0.0505,5.0476,,,,1.050451795,1.00002,5.04E-02,5.04E+00,,
0.8,0.3,,1.164401174,1.10002,0.0644,5.8527,,,1.164387564,1.10002,0.0644,5.8515,,,,1.164384782,1.10002,6.44E-02,5.85E+00,,
0.8,0.4,,1.247577171,1.20002,0.0476,3.963,,,1.247577369,1.20002,0.0476,3.963,,,,1.247577568,1.20002,4.76E-02,3.96E+00,,
0.8,0.5,,1.325194935,1.30002,0.0252,1.9365,,,1.325209141,1.30002,0.0252,1.9376,,,,1.325211028,1.30002,2.52E-02,1.94E+00,,
0.8,0.6,,1.435782611,1.40002,0.0358,2.5544,,,1.435775061,1.40002,0.0358,2.5539,,,,1.43577377,1.40002,3.58E-02,2.55E+00,,
0.8,0.7,,1.552241246,1.50002,0.0522,3.4814,,,1.552241246,1.50002,0.0522,3.4814,,,,1.552241246,1.50002,5.22E-02,3.48E+00,,
0.8,0.8,,1.615981162,1.60002,0.016,0.9976,,,1.61597987,1.60002,0.016,0.9975,,,,1.615979274,1.60002,1.60E-02,9.97E-01,,
0.8,0.9,,1.740613182,1.70002,0.0406,2.3878,,,1.740613182,1.70002,0.0406,2.3878,,,,1.740613182,1.70002,4.06E-02,2.39E+00,,
0.8,1,,1.833920081,1.80002,0.0339,1.8833,,,1.833920081,1.80002,0.0339,1.8833,,,,1.833920081,1.80002,3.39E-02,1.88E+00,,
0.9,0,,0.701207221,0.90002,0.1988,22.0898,,,0.849933227,0.90002,0.0501,5.5651,,,,0.873495142,0.90002,2.65E-02,2.95E+00,,
0.9,0.1,,1.061653296,1.00002,0.0616,6.1632,,,1.062231958,1.00002,0.0622,6.2211,,,,1.062302788,1.00002,6.23E-02,6.23E+00,,
0.9,0.2,,1.145203312,1.10002,0.0452,4.1075,,,1.145092547,1.10002,0.0451,4.0974,,,,1.145076156,1.10002,4.51E-02,4.10E+00,,
0.9,0.3,,1.236498753,1.20002,0.0365,3.0398,,,1.236618757,1.20002,0.0366,3.0498,,,,1.236639321,1.20002,3.66E-02,3.05E+00,,
0.9,0.4,,1.342040201,1.30002,0.042,3.2323,,,1.342009008,1.30002,0.042,3.2299,,,,1.342002352,1.30002,4.20E-02,3.23E+00,,
0.9,0.5,,1.434135238,1.40002,0.0341,2.4368,,,1.434138318,1.40002,0.0341,2.437,,,,1.434139609,1.40002,3.41E-02,2.44E+00,,
0.9,0.6,,1.504578292,1.50002,0.0046,0.3039,,,1.504581869,1.50002,0.0046,0.3041,,,,1.504582167,1.50002,4.56E-03,3.04E-01,,
0.9,0.7,,1.64114217,1.60002,0.0411,2.5701,,,1.64114068,1.60002,0.0411,2.57,,,,1.641139984,1.60002,4.11E-02,2.57E+00,,
0.9,0.8,,1.770465374,1.70002,0.0704,4.1438,,,1.770464182,1.70002,0.0704,4.1437,,,,1.770463785,1.70002,7.04E-02,4.14E+00,,
0.9,0.9,,1.838723818,1.80002,0.0387,2.1502,,,1.838723024,1.80002,0.0387,2.1501,,,,1.838723024,1.80002,3.87E-02,2.15E+00,,
0.9,1,,1.942415436,1.90002,0.0424,2.2313,,,1.942415436,1.90002,0.0424,2.2313,,,,1.942415436,1.90002,4.24E-02,2.23E+00,,
1,0,,1.274371048,1.00002,0.2744,27.4346,,,1.272273759,1.00002,0.2723,27.2248,,,,1.270364126,1.00002,2.70E-01,2.70E+01,,
1,0.1,,1.17511183,1.10002,0.0751,6.8264,,,1.175667544,1.10002,0.0756,6.8769,,,,1.175774336,1.10002,7.58E-02,6.89E+00,,
1,0.2,,1.273707747,1.20002,0.0737,6.1405,,,1.273690561,1.20002,0.0737,6.1391,,,,1.273676753,1.20002,7.37E-02,6.14E+00,,
1,0.3,,1.344638169,1.30002,0.0446,3.4321,,,1.344793836,1.30002,0.0448,3.4441,,,,1.34482185,1.30002,4.48E-02,3.45E+00,,
1,0.4,,1.454360684,1.40002,0.0543,3.8814,,,1.454309225,1.40002,0.0543,3.8777,,,,1.454302669,1.40002,5.43E-02,3.88E+00,,
1,0.5,,1.53405269,1.50002,0.034,2.2688,,,1.534078717,1.50002,0.0341,2.2706,,,,1.534082592,1.50002,3.41E-02,2.27E+00,,
1,0.6,,1.650348206,1.60002,0.0503,3.1455,,,1.650343935,1.60002,0.0503,3.1452,,,,1.65034314,1.60002,5.03E-02,3.15E+00,,
1,0.7,,1.705766519,1.70002,0.0057,0.338,,,1.705765327,1.70002,0.0057,0.338,,,,1.705764929,1.70002,5.74E-03,3.38E-01,,
1,0.8,,1.834544738,1.80002,0.0345,1.918,,,1.834544738,1.80002,0.0345,1.918,,,,1.834544738,1.80002,3.45E-02,1.92E+00,,
1,0.9,,1.911738714,1.90002,0.0117,0.6168,,,1.911738714,1.90002,0.0117,0.6168,,,,1.911738714,1.90002,1.17E-02,6.17E-01,,
1,1,,2.095939318,2.00002,0.0959,4.7959,,,2.095939318,2.00002,0.0959,4.7959,,,,2.095939318,2.00002,9.59E-02,4.80E+00,,
0,0,,0.033531745,2.00E-05,0.0335,167558.7233,,,0.033556862,2.00E-05,0.0335,167684.3121,,,,0.03356621,2.00E-05,3.35E-02,1.68E+05,,
0,0.1,,0.118657524,0.10002,0.0186,18.6338,,,0.118658083,0.10002,0.0186,18.6344,,,,0.118658269,0.10002,1.86E-02,1.86E+01,,
0,0.2,,0.216774667,0.20002,0.0168,8.3765,,,0.216774171,0.20002,0.0168,8.3762,,,,0.216774171,0.20002,1.68E-02,8.38E+00,,
0,0.3,,0.319964911,0.30002,0.0199,6.6479,,,0.319965407,0.30002,0.0199,6.648,,,,0.319965556,0.30002,1.99E-02,6.65E+00,,
0,0.4,,0.4197673,0.40002,0.0197,4.9366,,,0.419766953,0.40002,0.0197,4.9365,,,,0.419766953,0.40002,1.97E-02,4.94E+00,,
0,0.5,,0.520347655,0.50002,0.0203,4.0654,,,0.520347655,0.50002,0.0203,4.0654,,,,0.520347655,0.50002,2.03E-02,4.07E+00,,
0,0.6,,0.615674754,0.60002,0.0157,2.609,,,0.615674754,0.60002,0.0157,2.609,,,,0.615674754,0.60002,1.57E-02,2.61E+00,,
0,0.7,,0.720811586,0.70002,0.0208,2.9701,,,0.720811586,0.70002,0.0208,2.9701,,,,0.720811586,0.70002,2.08E-02,2.97E+00,,
0,0.8,,0.822345614,0.80002,0.0223,2.7906,,,0.822345614,0.80002,0.0223,2.7906,,,,0.822345614,0.80002,2.23E-02,2.79E+00,,
0,0.9,,0.908197363,0.90002,0.0082,0.9086,,,0.908197363,0.90002,0.0082,0.9086,,,,0.908197363,0.90002,8.18E-03,9.09E-01,,
0,1,,1.015375853,1.00002,0.0154,1.5356,,,1.015375853,1.00002,0.0154,1.5356,,,,1.015375853,1.00002,1.54E-02,1.54E+00,,
0.1,0,,0.162012341,0.10002,0.062,61.9799,,,0.163819554,0.10002,0.0638,63.7868,,,,0.16417553,0.10002,6.42E-02,6.41E+01,,
0.1,0.1,,0.241855408,0.20002,0.0418,20.9156,,,0.241855904,0.20002,0.0418,20.9159,,,,0.241856103,0.20002,4.18E-02,2.09E+01,,
0.1,0.2,,0.335497359,0.30002,0.0355,11.825,,,0.33547317,0.30002,0.0355,11.8169,,,,0.335466166,0.30002,3.54E-02,1.18E+01,,
0.1,0.3,,0.426464925,0.40002,0.0264,6.6109,,,0.426463882,0.40002,0.0264,6.6106,,,,0.426464329,0.40002,2.64E-02,6.61E+00,,
0.1,0.4,,0.526341945,0.50002,0.0263,5.2642,,,0.526340206,0.50002,0.0263,5.2638,,,,0.526340405,0.50002,2.63E-02,5.26E+00,,
0.1,0.5,,0.625078628,0.60002,0.0251,4.1763,,,0.625079523,0.60002,0.0251,4.1764,,,,0.625079075,0.60002,2.51E-02,4.18E+00,,
0.1,0.6,,0.729685227,0.70002,0.0297,4.2378,,,0.729685326,0.70002,0.0297,4.2378,,,,0.729685426,0.70002,2.97E-02,4.24E+00,,
0.1,0.7,,0.82300355,0.80002,0.023,2.8729,,,0.82300365,0.80002,0.023,2.8729,,,,0.82300365,0.80002,2.30E-02,2.87E+00,,
0.1,0.8,,0.918138325,0.90002,0.0181,2.0131,,,0.918138325,0.90002,0.0181,2.0131,,,,0.918138325,0.90002,1.81E-02,2.01E+00,,
0.1,0.9,,1.016258895,1.00002,0.0162,1.6239,,,1.016258895,1.00002,0.0162,1.6239,,,,1.016258895,1.00002,1.62E-02,1.62E+00,,
0.1,1,,1.11590306,1.10002,0.0159,1.4439,,,1.11590306,1.10002,0.0159,1.4439,,,,1.11590306,1.10002,1.59E-02,1.44E+00,,
0.2,0,,0.470783909,0.20002,0.2708,135.3684,,,0.47749867,0.20002,0.2775,138.7255,,,,0.478636225,0.20002,2.79E-01,1.39E+02,,
0.2,0.1,,0.354645128,0.30002,0.0546,18.2072,,,0.35478135,0.30002,0.0548,18.2526,,,,0.354801565,0.30002,5.48E-02,1.83E+01,,
0.2,0.2,,0.439823767,0.40002,0.0398,9.9504,,,0.439816018,0.40002,0.0398,9.9485,,,,0.439813087,0.40002,3.98E-02,9.95E+00,,
0.2,0.3,,0.532382478,0.50002,0.0324,6.4722,,,0.532358636,0.50002,0.0323,6.4675,,,,0.532355756,0.50002,3.23E-02,6.47E+00,,
0.2,0.4,,0.63060984,0.60002,0.0306,5.0981,,,0.630604525,0.60002,0.0306,5.0973,,,,0.630603383,0.60002,3.06E-02,5.10E+00,,
0.2,0.5,,0.728134463,0.70002,0.0281,4.0162,,,0.728135457,0.70002,0.0281,4.0164,,,,0.728135606,0.70002,2.81E-02,4.02E+00,,
0.2,0.6,,0.828928947,0.80002,0.0289,3.6135,,,0.828927358,0.80002,0.0289,3.6133,,,,0.828927358,0.80002,2.89E-02,3.61E+00,,
0.2,0.7,,0.926147004,0.90002,0.0261,2.9029,,,0.926146805,0.90002,0.0261,2.9029,,,,0.926146805,0.90002,2.61E-02,2.90E+00,,
0.2,0.8,,1.020807823,1.00002,0.0208,2.0787,,,1.020807823,1.00002,0.0208,2.0787,,,,1.020807823,1.00002,2.08E-02,2.08E+00,,
0.2,0.9,,1.119114061,1.10002,0.0191,1.7358,,,1.119114061,1.10002,0.0191,1.7358,,,,1.119114061,1.10002,1.91E-02,1.74E+00,,
0.2,1,,1.224431296,1.20002,0.0244,2.0342,,,1.224431296,1.20002,0.0244,2.0342,,,,1.224431296,1.20002,2.44E-02,2.03E+00,,
0.3,0,,0.437515477,0.30002,0.1375,45.8288,,,0.425570806,0.30002,0.1256,41.8475,,,,0.423359871,0.30002,1.23E-01,4.11E+01,,
0.3,0.1,,0.449718585,0.40002,0.0497,12.424,,,0.449866056,0.40002,0.0498,12.4609,,,,0.449881802,0.40002,4.99E-02,1.25E+01,,
0.3,0.2,,0.537409683,0.50002,0.0374,7.4776,,,0.537373573,0.50002,0.0374,7.4704,,,,0.537370245,0.50002,3.74E-02,7.47E+00,,
0.3,0.3,,0.640044461,0.60002,0.04,6.6705,,,0.640042275,0.60002,0.04,6.6702,,,,0.640042772,0.60002,4.00E-02,6.67E+00,,
0.3,0.4,,0.73182414,0.70002,0.0318,4.5433,,,0.731830994,0.70002,0.0318,4.5443,,,,0.73183169,0.70002,3.18E-02,4.54E+00,,
0.3,0.5,,0.831121008,0.80002,0.0311,3.8875,,,0.831121703,0.80002,0.0311,3.8876,,,,0.831121852,0.80002,3.11E-02,3.89E+00,,
0.3,0.6,,0.927901367,0.90002,0.0279,3.0979,,,0.927898884,0.90002,0.0279,3.0976,,,,0.927898188,0.90002,2.79E-02,3.10E+00,,
0.3,0.7,,1.03014042,1.00002,0.0301,3.012,,,1.03014032,1.00002,0.0301,3.012,,,,1.03014032,1.00002,3.01E-02,3.01E+00,,
0.3,0.8,,1.126583417,1.10002,0.0266,2.4148,,,1.126583417,1.10002,0.0266,2.4148,,,,1.126583517,1.10002,2.66E-02,2.41E+00,,
0.3,0.9,,1.220641335,1.20002,0.0206,1.7184,,,1.220641335,1.20002,0.0206,1.7184,,,,1.220641335,1.20002,2.06E-02,1.72E+00,,
0.3,1,,1.32404079,1.30002,0.024,1.8477,,,1.32404079,1.30002,0.024,1.8477,,,,1.32404079,1.30002,2.40E-02,1.85E+00,,
0.4,0,,0.575734377,0.40002,0.1757,43.9264,,,0.555972556,0.40002,0.156,38.9862,,,,0.552939524,0.40002,1.53E-01,3.82E+01,,
0.4,0.1,,0.562398185,0.50002,0.0624,12.4751,,,0.562411199,0.50002,0.0624,12.4777,,,,0.562414974,0.50002,6.24E-02,1.25E+01,,
0.4,0.2,,0.650455852,0.60002,0.0504,8.4057,,,0.650471449,0.60002,0.0505,8.4083,,,,0.650475075,0.60002,5.05E-02,8.41E+00,,
0.4,0.3,,0.739252865,0.70002,0.0392,5.6045,,,0.739263843,0.70002,0.0392,5.6061,,,,0.739265084,0.70002,3.92E-02,5.61E+00,,
0.4,0.4,,0.841528078,0.80002,0.0415,5.1884,,,0.841500461,0.80002,0.0415,5.1849,,,,0.841495693,0.80002,4.15E-02,5.18E+00,,
0.4,0.5,,0.929172238,0.90002,0.0292,3.2391,,,0.929181377,0.90002,0.0292,3.2401,,,,0.929182569,0.90002,2.92E-02,3.24E+00,,
0.4,0.6,,1.022456288,1.00002,0.0224,2.2436,,,1.022444169,1.00002,0.0224,2.2424,,,,1.022441983,1.00002,2.24E-02,2.24E+00,,
0.4,0.7,,1.131335894,1.10002,0.0313,2.8468,,,1.131335497,1.10002,0.0313,2.8468,,,,1.131335497,1.10002,3.13E-02,2.85E+00,,
0.4,0.8,,1.231158773,1.20002,0.0311,2.5949,,,1.23115629,1.20002,0.0311,2.5946,,,,1.231155892,1.20002,3.11E-02,2.59E+00,,
0.4,0.9,,1.328042249,1.30002,0.028,2.1555,,,1.328042249,1.30002,0.028,2.1555,,,,1.328042249,1.30002,2.80E-02,2.16E+00,,
0.4,1,,1.426972846,1.40002,0.027,1.9252,,,1.426972846,1.40002,0.027,1.9252,,,,1.426972846,1.40002,2.70E-02,1.93E+00,,
0.5,0,,0.781798561,0.50002,0.2818,56.3535,,,0.797148943,0.50002,0.2971,59.4234,,,,0.799472282,0.50002,2.99E-01,5.99E+01,,
0.5,0.1,,0.656769772,0.60002,0.0567,9.458,,,0.656796445,0.60002,0.0568,9.4624,,,,0.656801015,0.60002,5.68E-02,9.46E+00,,
0.5,0.2,,0.7625102,0.70002,0.0625,8.9269,,,0.76236099,0.70002,0.0623,8.9056,,,,0.762335857,0.70002,6.23E-02,8.90E+00,,
0.5,0.3,,0.851836403,0.80002,0.0518,6.4769,,,0.851806601,0.80002,0.0518,6.4732,,,,0.851801733,0.80002,5.18E-02,6.47E+00,,
0.5,0.4,,0.945658088,0.90002,0.0456,5.0708,,,0.945653915,0.90002,0.0456,5.0703,,,,0.945653915,0.90002,4.56E-02,5.07E+00,,
