sigma_s,sigma_a,,calc_r,exp_r,abs(err),err %,avg abs error,avg % error,calc_g,exp_g,abs(err),err %,avg abs error,avg % error,,calc_b,exp_b,abs(err),err %,avg abs error,avg % error
0.9,0.9,,1.817385157,1.80002,0.0174,0.9647,,,1.817385157,1.80002,0.0174,0.9647,,,,1.817385157,1.80002,1.74E-02,9.65E-01,,
0.9,1,,1.946330865,1.90002,0.0463,2.4374,,,1.946330865,1.90002,0.0463,2.4374,,,,1.946330865,1.90002,4.63E-02,2.44E+00,,
1,0,,1.643251379,1.00002,0.6432,64.3219,,,1.36594067,1.00002,0.3659,36.5913,,,,1.330922246,1.00002,3.31E-01,3.31E+01,,
1,0.1,,1.184039116,1.10002,0.084,7.638,,,1.180812319,1.10002,0.0808,7.3446,,,,1.180311938,1.10002,8.03E-02,7.30E+00,,
1,0.2,,1.307274699,1.20002,0.1073,8.9377,,,1.306705475,1.20002,0.1067,8.8903,,,,1.306601465,1.20002,1.07E-01,8.88E+00,,
1,0.3,,1.334477762,1.30002,0.0345,2.6506,,,1.334412495,1.30002,0.0344,2.6455,,,,1.334400972,1.30002,3.44E-02,2.64E+00,,
1,0.4,,1.450258891,1.40002,0.0502,3.5884,,,1.450295647,1.40002,0.0503,3.5911,,,,1.450300515,1.40002,5.03E-02,3.59E+00,,
1,0.5,,1.637812455,1.50002,0.1378,9.186,,,1.637765169,1.50002,0.1377,9.1829,,,,1.637757619,1.50002,1.38E-01,9.18E+00,,
1,0.6,,1.656374931,1.60002,0.0564,3.5221,,,1.656368077,1.60002,0.0563,3.5217,,,,1.656367481,1.60002,5.63E-02,3.52E+00,,
1,0.7,,1.741768122,1.70002,0.0417,2.4557,,,1.741774082,1.70002,0.0418,2.4561,,,,1.741774678,1.70002,4.18E-02,2.46E+00,,
1,0.8,,1.841266553,1.80002,0.0412,2.2914,,,1.841266553,1.80002,0.0412,2.2914,,,,1.841266553,1.80002,4.12E-02,2.29E+00,,
1,0.9,,1.957565149,1.90002,0.0575,3.0287,,,1.957565149,1.90002,0.0575,3.0287,,,,1.957565149,1.90002,5.75E-02,3.03E+00,,
1,1,,2.173718015,2.00002,0.1737,8.6848,,,2.17371881,2.00002,0.1737,8.6849,,,,2.17371881,2.00002,1.74E-01,8.68E+00,,
0,0,,0.025898019,2.00E-05,0.0259,129390.0974,,,0.025934599,2.00E-05,0.0259,129572.9936,,,,0.025941053,2.00E-05,2.59E-02,1.30E+05,,
0,0.1,,0.113074929,0.10002,0.0131,13.0523,,,0.113075487,0.10002,0.0131,13.0529,,,,0.113076977,0.10002,1.31E-02,1.31E+01,,
0,0.2,,0.215100671,0.20002,0.0151,7.5396,,,0.215099975,0.20002,0.0151,7.5392,,,,0.215099975,0.20002,1.51E-02,7.54E+00,,
0,0.3,,0.314205761,0.30002,0.0142,4.7283,,,0.314206108,0.30002,0.0142,4.7284,,,,0.314206257,0.30002,1.42E-02,4.73E+00,,
0,0.4,,0.408620511,0.40002,0.0086,2.15,,,0.408620511,0.40002,0.0086,2.15,,,,0.408620511,0.40002,8.60E-03,2.15E+00,,
0,0.5,,0.509213259,0.50002,0.0092,1.8386,,,0.509213259,0.50002,0.0092,1.8386,,,,0.509213259,0.50002,9.19E-03,1.84E+00,,
0,0.6,,0.612336993,0.60002,0.0123,2.0528,,,0.612336993,0.60002,0.0123,2.0528,,,,0.612336993,0.60002,1.23E-02,2.05E+00,,
0,0.7,,0.714933624,0.70002,0.0149,2.1305,,,0.714933624,0.70002,0.0149,2.1305,,,,0.714933624,0.70002,1.49E-02,2.13E+00,,
0,0.8,,0.806357563,0.80002,0.0063,0.7922,,,0.806357563,0.80002,0.0063,0.7922,,,,0.806357563,0.80002,6.34E-03,7.92E-01,,
0,0.9,,0.908249219,0.90002,0.0082,0.9143,,,0.908249219,0.90002,0.0082,0.9143,,,,0.908249219,0.90002,8.23E-03,9.14E-01,,
0,1,,1.014959613,1.00002,0.0149,1.4939,,,1.014959613,1.00002,0.0149,1.4939,,,,1.014959613,1.00002,1.49E-02,1.49E+00,,
0.1,0,,0.137896203,0.10002,0.0379,37.8686,,,0.139982738,0.10002,0.04,39.9547,,,,0.140379841,0.10002,4.04E-02,4.04E+01,,
0.1,0.1,,0.229003007,0.20002,0.029,14.4901,,,0.228941714,0.20002,0.0289,14.4594,,,,0.228926117,0.20002,2.89E-02,1.45E+01,,
0.1,0.2,,0.324487338,0.30002,0.0245,8.1552,,,0.324498614,0.30002,0.0245,8.159,,,,0.324498788,0.30002,2.45E-02,8.16E+00,,
0.1,0.3,,0.415534849,0.40002,0.0155,3.8785,,,0.415539071,0.40002,0.0155,3.8796,,,,0.415537357,0.40002,1.55E-02,3.88E+00,,
0.1,0.4,,0.521354427,0.50002,0.0213,4.2667,,,0.521354427,0.50002,0.0213,4.2667,,,,0.521353831,0.50002,2.13E-02,4.27E+00,,
0.1,0.5,,0.615723034,0.60002,0.0157,2.6171,,,0.615721395,0.60002,0.0157,2.6168,,,,0.615721246,0.60002,1.57E-02,2.62E+00,,
0.1,0.6,,0.720447103,0.70002,0.0204,2.9181,,,0.720446905,0.70002,0.0204,2.918,,,,0.720447103,0.70002,2.04E-02,2.92E+00,,
0.1,0.7,,0.810267131,0.80002,0.0102,1.2809,,,0.810267131,0.80002,0.0102,1.2809,,,,0.81026723,0.80002,1.02E-02,1.28E+00,,
0.1,0.8,,0.9139961,0.90002,0.014,1.5529,,,0.913995802,0.90002,0.014,1.5528,,,,0.913995703,0.90002,1.40E-02,1.55E+00,,
0.1,0.9,,1.011210978,1.00002,0.0112,1.1191,,,1.011210779,1.00002,0.0112,1.1191,,,,1.011210779,1.00002,1.12E-02,1.12E+00,,
0.1,1,,1.104900638,1.10002,0.0049,0.4437,,,1.104900638,1.10002,0.0049,0.4437,,,,1.104900638,1.10002,4.88E-03,4.44E-01,,
0.2,0,,0.246013502,0.20002,0.046,22.9945,,,0.243968119,0.20002,0.0439,21.9719,,,,0.243545324,0.20002,4.35E-02,2.18E+01,,
0.2,0.1,,0.336555243,0.30002,0.0365,12.1776,,,0.336505125,0.30002,0.0365,12.1609,,,,0.336501549,0.30002,3.65E-02,1.22E+01,,
0.2,0.2,,0.426481267,0.40002,0.0265,6.615,,,0.426541567,0.40002,0.0265,6.6301,,,,0.426549911,0.40002,2.65E-02,6.63E+00,,
0.2,0.3,,0.528179854,0.50002,0.0282,5.6317,,,0.528153976,0.50002,0.0281,5.6266,,,,0.528150946,0.50002,2.81E-02,5.63E+00,,
0.2,0.4,,0.620778551,0.60002,0.0208,3.4596,,,0.620787044,0.60002,0.0208,3.4611,,,,0.620788385,0.60002,2.08E-02,3.46E+00,,
0.2,0.5,,0.723954539,0.70002,0.0239,3.4191,,,0.723958115,0.70002,0.0239,3.4196,,,,0.72395886,0.70002,2.39E-02,3.42E+00,,
0.2,0.6,,0.815144976,0.80002,0.0151,1.8906,,,0.815144777,0.80002,0.0151,1.8905,,,,0.815144777,0.80002,1.51E-02,1.89E+00,,
0.2,0.7,,0.917247931,0.90002,0.0172,1.9142,,,0.917247931,0.90002,0.0172,1.9142,,,,0.917247931,0.90002,1.72E-02,1.91E+00,,
0.2,0.8,,1.011755566,1.00002,0.0117,1.1735,,,1.011755566,1.00002,0.0117,1.1735,,,,1.011755367,1.00002,1.17E-02,1.17E+00,,
0.2,0.9,,1.11240387,1.10002,0.0124,1.1258,,,1.11240377,1.10002,0.0124,1.1258,,,,1.11240377,1.10002,1.24E-02,1.13E+00,,
0.2,1,,1.2186565,1.20002,0.0186,1.553,,,1.2186565,1.20002,0.0186,1.553,,,,1.2186565,1.20002,1.86E-02,1.55E+00,,
0.3,0,,0.401052808,0.30002,0.101,33.6754,,,0.398440038,0.30002,0.0984,32.8045,,,,0.398018981,0.30002,9.80E-02,3.27E+01,,
0.3,0.1,,0.447613994,0.40002,0.0476,11.8979,,,0.447913309,0.40002,0.0479,11.9727,,,,0.44796894,0.40002,4.79E-02,1.20E+01,,
0.3,0.2,,0.538443575,0.50002,0.0384,7.6844,,,0.538462301,0.50002,0.0384,7.6882,,,,0.538464437,0.50002,3.84E-02,7.69E+00,,
0.3,0.3,,0.633757462,0.60002,0.0337,5.6227,,,0.633800377,0.60002,0.0338,5.6299,,,,0.633806586,0.60002,3.38E-02,5.63E+00,,
0.3,0.4,,0.719154477,0.70002,0.0191,2.7334,,,0.719147871,0.70002,0.0191,2.7325,,,,0.719146629,0.70002,1.91E-02,2.73E+00,,
0.3,0.5,,0.82886229,0.80002,0.0288,3.6052,,,0.828862488,0.80002,0.0288,3.6052,,,,0.828862737,0.80002,2.88E-02,3.61E+00,,
0.3,0.6,,0.912858248,0.90002,0.0128,1.4264,,,0.912858844,0.90002,0.0128,1.4265,,,,0.912858546,0.90002,1.28E-02,1.43E+00,,
0.3,0.7,,1.023634473,1.00002,0.0236,2.3614,,,1.023629208,1.00002,0.0236,2.3609,,,,1.023628116,1.00002,2.36E-02,2.36E+00,,
0.3,0.8,,1.113423208,1.10002,0.0134,1.2185,,,1.113423109,1.10002,0.0134,1.2184,,,,1.113423109,1.10002,1.34E-02,1.22E+00,,
0.3,0.9,,1.225588222,1.20002,0.0256,2.1306,,,1.225588222,1.20002,0.0256,2.1306,,,,1.225588222,1.20002,2.56E-02,2.13E+00,,
0.3,1,,1.317898929,1.30002,0.0179,1.3753,,,1.317898929,1.30002,0.0179,1.3753,,,,1.317898929,1.30002,1.79E-02,1.38E+00,,
0.4,0,,-0.638153603,0.40002,1.0382,259.5304,,,-0.460293442,0.40002,0.8603,215.0676,,,,-0.426510225,0.40002,8.27E-01,2.07E+02,,
0.4,0.1,,0.553107659,0.50002,0.0531,10.6171,,,0.552934905,0.50002,0.0529,10.5826,,,,0.552910318,0.50002,5.29E-02,1.06E+01,,
0.4,0.2,,0.647147596,0.60002,0.0471,7.8543,,,0.647309572,0.60002,0.0473,7.8813,,,,0.647333066,0.60002,4.73E-02,7.89E+00,,
0.4,0.3,,0.727585653,0.70002,0.0276,3.9378,,,0.727574329,0.70002,0.0276,3.9362,,,,0.727576117,0.70002,2.76E-02,3.94E+00,,
0.4,0.4,,0.842695634,0.80002,0.0427,5.3343,,,0.842700402,0.80002,0.0427,5.3349,,,,0.842700799,0.80002,4.27E-02,5.33E+00,,
0.4,0.5,,0.933358967,0.90002,0.0333,3.7042,,,0.933368504,0.90002,0.0333,3.7053,,,,0.933369696,0.90002,3.33E-02,3.71E+00,,
0.4,0.6,,1.028829714,1.00002,0.0288,2.8809,,,1.028828621,1.00002,0.0288,2.8808,,,,1.028828422,1.00002,2.88E-02,2.88E+00,,
0.4,0.7,,1.11967812,1.10002,0.0197,1.7871,,,1.119678319,1.10002,0.0197,1.7871,,,,1.11967812,1.10002,1.97E-02,1.79E+00,,
0.4,0.8,,1.218514144,1.20002,0.0185,1.5412,,,1.218514144,1.20002,0.0185,1.5412,,,,1.218514144,1.20002,1.85E-02,1.54E+00,,
0.4,0.9,,1.305726767,1.30002,0.0057,0.439,,,1.305726767,1.30002,0.0057,0.439,,,,1.305726767,1.30002,5.71E-03,4.39E-01,,
0.4,1,,1.434204876,1.40002,0.0342,2.4417,,,1.434205373,1.40002,0.0342,2.4418,,,,1.434205373,1.40002,3.42E-02,2.44E+00,,
0.5,0,,0.546281139,0.50002,0.0463,9.2519,,,0.566515227,0.50002,0.0665,13.2985,,,,0.567766478,0.50002,6.77E-02,1.35E+01,,
0.5,0.1,,0.658107549,0.60002,0.0581,9.6809,,,0.657634785,0.60002,0.0576,9.6021,,,,0.6575571,0.60002,5.75E-02,9.59E+00,,
0.5,0.2,,0.728426675,0.70002,0.0284,4.058,,,0.728441377,0.70002,0.0284,4.0601,,,,0.728444258,0.70002,2.84E-02,4.06E+00,,
0.5,0.3,,0.852081776,0.80002,0.0521,6.5076,,,0.851998329,0.80002,0.052,6.4971,,,,0.851982534,0.80002,5.20E-02,6.50E+00,,
0.5,0.4,,0.951170524,0.90002,0.0512,5.6833,,,0.951146583,0.90002,0.0511,5.6806,,,,0.951142112,0.90002,5.11E-02,5.68E+00,,
0.5,0.5,,1.024080714,1.00002,0.0241,2.406,,,1.02408121,1.00002,0.0241,2.4061,,,,1.02408121,1.00002,2.41E-02,2.41E+00,,
0.5,0.6,,1.112227539,1.10002,0.0122,1.1098,,,1.11222744,1.10002,0.0122,1.1097,,,,1.11222744,1.10002,1.22E-02,1.11E+00,,
0.5,0.7,,1.235521734,1.20002,0.0355,2.9584,,,1.235519946,1.20002,0.0355,2.9583,,,,1.235519648,1.20002,3.55E-02,2.96E+00,,
0.5,0.8,,1.287869116,1.30002,0.0122,0.9347,,,1.287869116,1.30002,0.0122,0.9347,,,,1.287869116,1.30002,1.22E-02,9.35E-01,,
0.5,0.9,,1.419101159,1.40002,0.0191,1.3629,,,1.419100861,1.40002,0.0191,1.3629,,,,1.419100861,1.40002,1.91E-02,1.36E+00,,
0.5,1,,1.540551484,1.50002,0.0405,2.7021,,,1.540551484,1.50002,0.0405,2.7021,,,,1.540551484,1.50002,4.05E-02,2.70E+00,,
0.6,0,,0.985699793,0.60002,0.3857,64.2778,,,0.925655464,0.60002,0.3256,54.2708,,,,0.916400949,0.60002,3.16E-01,5.27E+01,,
0.6,0.1,,0.762946606,0.70002,0.0629,8.9893,,,0.762483527,0.70002,0.0625,8.9231,,,,0.762408723,0.70002,6.24E-02,8.91E+00,,
0.6,0.2,,0.833527644,0.80002,0.0335,4.1884,,,0.833331943,0.80002,0.0333,4.1639,,,,0.833297968,0.80002,3.33E-02,4.16E+00,,
0.6,0.3,,0.941411654,0.90002,0.0414,4.599,,,0.941372116,0.90002,0.0414,4.5946,,,,0.941366255,0.90002,4.13E-02,4.59E+00,,
0.6,0.4,,1.025982201,1.00002,0.026,2.5962,,,1.025961041,1.00002,0.0259,2.5941,,,,1.02595677,1.00002,2.59E-02,2.59E+00,,
0.6,0.5,,1.130630175,1.10002,0.0306,2.7827,,,1.130573153,1.10002,0.0306,2.7775,,,,1.130563319,1.10002,3.05E-02,2.78E+00,,
0.6,0.6,,1.238259971,1.20002,0.0382,3.1866,,,1.238256296,1.20002,0.0382,3.1863,,,,1.238255799,1.20002,3.82E-02,3.19E+00,,
0.6,0.7,,1.310888032,1.30002,0.0109,0.836,,,1.310888032,1.30002,0.0109,0.836,,,,1.310888032,1.30002,1.09E-02,8.36E-01,,
0.6,0.8,,1.448685328,1.40002,0.0487,3.476,,,1.448685328,1.40002,0.0487,3.476,,,,1.448685328,1.40002,4.87E-02,3.48E+00,,
0.6,0.9,,1.54816856,1.50002,0.0481,3.2099,,,1.548169355,1.50002,0.0481,3.2099,,,,1.548169355,1.50002,4.81E-02,3.21E+00,,
0.6,1,,1.633776724,1.60002,0.0338,2.1098,,,1.633776724,1.60002,0.0338,2.1098,,,,1.633776724,1.60002,3.38E-02,2.11E+00,,
0.7,0,,0.749956469,0.70002,0.0499,7.1336,,,0.678610106,0.70002,0.0214,3.0585,,,,0.668263485,0.70002,3.18E-02,4.54E+00,,
0.7,0.1,,0.854929189,0.80002,0.0549,6.8635,,,0.855138898,0.80002,0.0551,6.8897,,,,0.855169197,0.80002,5.51E-02,6.89E+00,,
0.7,0.2,,0.965422392,0.90002,0.0654,7.2668,,,0.964996616,0.90002,0.065,7.2195,,,,0.964923799,0.90002,6.49E-02,7.21E+00,,
0.7,0.3,,1.04797254,1.00002,0.048,4.7952,,,1.047982176,1.00002,0.048,4.7961,,,,1.04798456,1.00002,4.80E-02,4.80E+00,,
0.7,0.4,,1.145479282,1.10002,0.0455,4.1326,,,1.145424545,1.10002,0.0454,4.1276,,,,1.145415107,1.10002,4.54E-02,4.13E+00,,
0.7,0.5,,1.280553937,1.20002,0.0805,6.711,,,1.280564765,1.20002,0.0805,6.712,,,,1.280566653,1.20002,8.05E-02,6.71E+00,,
0.7,0.6,,1.313028137,1.30002,0.013,1.0006,,,1.313023468,1.30002,0.013,1.0003,,,,1.313022574,1.30002,1.30E-02,1.00E+00,,
0.7,0.7,,1.437894106,1.40002,0.0379,2.7053,,,1.437898874,1.40002,0.0379,2.7056,,,,1.437899669,1.40002,3.79E-02,2.71E+00,,
0.7,0.8,,1.565535466,1.50002,0.0655,4.3676,,,1.565535466,1.50002,0.0655,4.3676,,,,1.565535466,1.50002,6.55E-02,4.37E+00,,
0.7,0.9,,1.634815931,1.60002,0.0348,2.1747,,,1.634815931,1.60002,0.0348,2.1747,,,,1.634815931,1.60002,3.48E-02,2.17E+00,,
0.7,1,,1.751015584,1.70002,0.051,2.9997,,,1.751015584,1.70002,0.051,2.9997,,,,1.751015584,1.70002,5.10E-02,3.00E+00,,
0.8,0,,-0.208739887,0.80002,1.0088,126.0918,,,-0.145088509,0.80002,0.9451,118.1356,,,,-0.131932708,0.80002,9.32E-01,1.16E+02,,
0.8,0.1,,0.972146193,0.90002,0.0721,8.0138,,,0.971982976,0.90002,0.072,7.9957,,,,0.971954862,0.90002,7.19E-02,7.99E+00,,
0.8,0.2,,1.027049621,1.00002,0.027,2.7029,,,1.026915014,1.00002,0.0269,2.6894,,,,1.026891172,1.00002,2.69E-02,2.69E+00,,
0.8,0.3,,1.167855362,1.10002,0.0678,6.1667,,,1.16758575,1.10002,0.0676,6.1422,,,,1.167539358,1.10002,6.75E-02,6.14E+00,,
0.8,0.4,,1.211922367,1.20002,0.0119,0.9918,,,1.212047438,1.20002,0.012,1.0023,,,,1.212067604,1.20002,1.20E-02,1.00E+00,,
0.8,0.5,,1.329408685,1.30002,0.0294,2.2606,,,1.329334577,1.30002,0.0293,2.2549,,,,1.329320769,1.30002,2.93E-02,2.25E+00,,
0.8,0.6,,1.435591777,1.40002,0.0356,2.5408,,,1.435573896,1.40002,0.0356,2.5395,,,,1.435571313,1.40002,3.56E-02,2.54E+00,,
0.8,0.7,,1.556605101,1.50002,0.0566,3.7723,,,1.556605101,1.50002,0.0566,3.7723,,,,1.556605101,1.50002,5.66E-02,3.77E+00,,
0.8,0.8,,1.669244766,1.60002,0.0692,4.3265,,,1.669244965,1.60002,0.0692,4.3265,,,,1.669244965,1.60002,6.92E-02,4.33E+00,,
0.8,0.9,,1.709506909,1.70002,0.0095,0.558,,,1.709506909,1.70002,0.0095,0.558,,,,1.709506909,1.70002,9.49E-03,5.58E-01,,
0.8,1,,1.739905079,1.80002,0.0601,3.3397,,,1.739905079,1.80002,0.0601,3.3397,,,,1.739905079,1.80002,6.01E-02,3.34E+00,,
0.9,0,,1.527345777,0.90002,0.6273,69.7013,,,1.604664723,0.90002,0.7046,78.2921,,,,1.618761818,0.90002,7.19E-01,7.99E+01,,
0.9,0.1,,1.055835585,1.00002,0.0558,5.5814,,,1.054954529,1.00002,0.0549,5.4933,,,,1.054799656,1.00002,5.48E-02,5.48E+00,,
0.9,0.2,,1.152179738,1.10002,0.0522,4.7417,,,1.152434945,1.10002,0.0524,4.7649,,,,1.152474682,1.10002,5.25E-02,4.77E+00,,
0.9,0.3,,1.217357318,1.20002,0.0173,1.4448,,,1.217542688,1.20002,0.0175,1.4602,,,,1.217575073,1.20002,1.76E-02,1.46E+00,,
0.9,0.4,,1.287176013,1.30002,0.0128,0.988,,,1.287161708,1.30002,0.0129,0.9891,,,,1.287159324,1.30002,1.29E-02,9.89E-01,,
0.9,0.5,,1.381411652,1.40002,0.0186,1.3291,,,1.381417116,1.40002,0.0186,1.3288,,,,1.381418308,1.40002,1.86E-02,1.33E+00,,
0.9,0.6,,1.505271395,1.50002,0.0053,0.3501,,,1.505321066,1.50002,0.0053,0.3534,,,,1.505329708,1.50002,5.31E-03,3.54E-01,,
0.9,0.7,,1.69711113,1.60002,0.0971,6.0681,,,1.697128812,1.60002,0.0971,6.0692,,,,1.697132786,1.60002,9.71E-02,6.07E+00,,
0.9,0.8,,1.707046231,1.70002,0.007,0.4133,,,1.707062125,1.70002,0.007,0.4142,,,,1.707064708,1.70002,7.04E-03,4.14E-01,,
0.9,0.9,,1.817507148,1.80002,0.0175,0.9715,,,1.817507148,1.80002,0.0175,0.9715,,,,1.817507148,1.80002,1.75E-02,9.71E-01,,
0.9,1,,2.005788088,1.90002,0.1058,5.5667,,,2.005788088,1.90002,0.1058,5.5667,,,,2.005788088,1.90002,1.06E-01,5.57E+00,,
1,0,,1.594687899,1.00002,0.5947,59.4656,,,1.642336051,1.00002,0.6423,64.2303,,,,1.649091442,1.00002,6.49E-01,6.49E+01,,
1,0.1,,1.144168079,1.10002,0.0441,4.0134,,,1.146218578,1.10002,0.0462,4.1998,,,,1.146569749,1.10002,4.65E-02,4.23E+00,,
1,0.2,,1.207695405,1.20002,0.0077,0.6396,,,1.207789183,1.20002,0.0078,0.6474,,,,1.20779554,1.20002,7.78E-03,6.48E-01,,
1,0.3,,1.378576358,1.30002,0.0786,6.0427,,,1.378542085,1.30002,0.0785,6.0401,,,,1.378533244,1.30002,7.85E-02,6.04E+00,,
1,0.4,,1.521936357,1.40002,0.1219,8.7082,,,1.521841089,1.40002,0.1218,8.7014,,,,1.521825194,1.40002,1.22E-01,8.70E+00,,
1,0.5,,1.570945978,1.50002,0.0709,4.7283,,,1.570991377,1.50002,0.071,4.7314,,,,1.570997139,1.50002,7.10E-02,4.73E+00,,
1,0.6,,1.631361842,1.60002,0.0313,1.9588,,,1.631362041,1.60002,0.0313,1.9589,,,,1.631362041,1.60002,3.13E-02,1.96E+00,,
1,0.7,,1.788327694,1.70002,0.0883,5.1945,,,1.788327694,1.70002,0.0883,5.1945,,,,1.788327694,1.70002,8.83E-02,5.19E+00,,
1,0.8,,1.760795315,1.80002,0.0392,2.1791,,,1.760809024,1.80002,0.0392,2.1784,,,,1.76081121,1.80002,3.92E-02,2.18E+00,,
1,0.9,,2.188945214,1.90002,0.2889,15.2064,,,2.188945214,1.90002,0.2889,15.2064,,,,2.188945214,1.90002,2.89E-01,1.52E+01,,
1,1,,2.243189414,2.00002,0.2432,12.1583,,,2.243189414,2.00002,0.2432,12.1583,,,,2.243189414,2.00002,2.43E-01,1.22E+01,,
0,0,,0.020032843,2.00E-05,0.02,100064.2163,,,0.020063271,2.00E-05,0.02,100216.3556,,,,0.020064449,2.00E-05,2.00E-02,1.00E+05,,
0,0.1,,0.103692946,0.10002,0.0037,3.6722,,,0.10369538,0.10002,0.0037,3.6746,,,,0.10369687,0.10002,3.68E-03,3.68E+00,,
0,0.2,,0.200643043,0.20002,0.0006,0.3115,,,0.200642509,0.20002,0.0006,0.3112,,,,0.200643043,0.20002,6.23E-04,3.11E-01,,
0,0.3,,0.308244675,0.30002,0.0082,2.7414,,,0.308244675,0.30002,0.0082,2.7414,,,,0.308244675,0.30002,8.22E-03,2.74E+00,,
0,0.4,,0.405962393,0.40002,0.0059,1.4855,,,0.405962591,0.40002,0.0059,1.4856,,,,0.40596274,0.40002,5.94E-03,1.49E+00,,
0,0.5,,0.504240493,0.50002,0.0042,0.8441,,,0.504240493,0.50002,0.0042,0.8441,,,,0.504240493,0.50002,4.22E-03,8.44E-01,,
0,0.6,,0.608645976,0.60002,0.0086,1.4376,,,0.608645976,0.60002,0.0086,1.4376,,,,0.608645976,0.60002,8.63E-03,1.44E+00,,
0,0.7,,0.702906648,0.70002,0.0029,0.4124,,,0.702906648,0.70002,0.0029,0.4124,,,,0.702906648,0.70002,2.89E-03,4.12E-01,,
0,0.8,,0.800066342,0.80002,0,0.0058,,,0.800066342,0.80002,0,0.0058,,,,0.800066342,0.80002,4.63E-05,5.79E-03,,
0,0.9,,0.898103515,0.90002,0.0019,0.2129,,,0.898103515,0.90002,0.0019,0.2129,,,,0.898103515,0.90002,1.92E-03,2.13E-01,,
0,1,,1.002031763,1.00002,0.002,0.2012,,,1.002031763,1.00002,0.002,0.2012,,,,1.002031763,1.00002,2.01E-03,2.01E-01,,
0.1,0,,0.052896552,0.10002,0.0471,47.114,,,0.07365513,0.10002,0.0264,26.3596,,,,0.077353846,0.10002,2.27E-02,2.27E+01,,
0.1,0.1,,0.210007975,0.20002,0.01,4.9935,,,0.209990467,0.20002,0.01,4.9847,,,,0.209983091,0.20002,9.96E-03,4.98E+00,,
0.1,0.2,,0.316215803,0.30002,0.0162,5.3982,,,0.316258818,0.30002,0.0162,5.4126,,,,0.316264257,0.30002,1.62E-02,5.41E+00,,
0.1,0.3,,0.408135653,0.40002,0.0081,2.0288,,,0.408139974,0.40002,0.0081,2.0299,,,,0.408140744,0.40002,8.12E-03,2.03E+00,,
0.1,0.4,,0.505954971,0.50002,0.0059,1.1869,,,0.505955666,0.50002,0.0059,1.1871,,,,0.505955368,0.50002,5.94E-03,1.19E+00,,
0.1,0.5,,0.610887756,0.60002,0.0109,1.8112,,,0.610888501,0.60002,0.0109,1.8114,,,,0.610888203,0.60002,1.09E-02,1.81E+00,,
0.1,0.6,,0.706119587,0.70002,0.0061,0.8713,,,0.706118743,0.70002,0.0061,0.8712,,,,0.706118296,0.70002,6.10E-03,8.71E-01,,
0.1,0.7,,0.802973906,0.80002,0.003,0.3692,,,0.802973807,0.80002,0.003,0.3692,,,,0.802973807,0.80002,2.95E-03,3.69E-01,,
0.1,0.8,,0.903003017,0.90002,0.003,0.3314,,,0.903003017,0.90002,0.003,0.3314,,,,0.903003017,0.90002,2.98E-03,3.31E-01,,
0.1,0.9,,0.99923859,1.00002,0.0008,0.0781,,,0.999238491,1.00002,0.0008,0.0781,,,,0.999238491,1.00002,7.82E-04,7.81E-02,,
0.1,1,,1.109264592,1.10002,0.0092,0.8404,,,1.109264592,1.10002,0.0092,0.8404,,,,1.109264592,1.10002,9.24E-03,8.40E-01,,
0.2,0,,0.335993593,0.20002,0.136,67.98,,,0.337713758,0.20002,0.1377,68.84,,,,0.337986772,0.20002,1.38E-01,6.90E+01,,
0.2,0.1,,0.324607864,0.30002,0.0246,8.1954,,,0.324495484,0.30002,0.0245,8.158,,,,0.324472114,0.30002,2.45E-02,8.15E+00,,
0.2,0.2,,0.412429795,0.40002,0.0124,3.1023,,,0.412424356,0.40002,0.0124,3.1009,,,,0.412423909,0.40002,1.24E-02,3.10E+00,,
0.2,0.3,,0.512870799,0.50002,0.0129,2.5701,,,0.512896826,0.50002,0.0129,2.5753,,,,0.512900154,0.50002,1.29E-02,2.58E+00,,
0.2,0.4,,0.604729454,0.60002,0.0047,0.7849,,,0.604745746,0.60002,0.0047,0.7876,,,,0.604749024,0.60002,4.73E-03,7.88E-01,,
0.2,0.5,,0.709419847,0.70002,0.0094,1.3428,,,0.709416966,0.70002,0.0094,1.3424,,,,0.709416469,0.70002,9.40E-03,1.34E+00,,
0.2,0.6,,0.804665635,0.80002,0.0046,0.5807,,,0.804665635,0.80002,0.0046,0.5807,,,,0.804665287,0.80002,4.65E-03,5.81E-01,,
0.2,0.7,,0.913413465,0.90002,0.0134,1.4881,,,0.913413465,0.90002,0.0134,1.4881,,,,0.913413465,0.90002,1.34E-02,1.49E+00,,
0.2,0.8,,1.006799539,1.00002,0.0068,0.6779,,,1.006799142,1.00002,0.0068,0.6779,,,,1.006799142,1.00002,6.78E-03,6.78E-01,,
0.2,0.9,,1.107087731,1.10002,0.0071,0.6425,,,1.107087731,1.10002,0.0071,0.6425,,,,1.107087731,1.10002,7.07E-03,6.43E-01,,
0.2,1,,1.20850116,1.20002,0.0085,0.7068,,,1.20850116,1.20002,0.0085,0.7068,,,,1.20850116,1.20002,8.48E-03,7.07E-01,,
0.3,0,,0.379780208,0.30002,0.0798,26.585,,,0.377003923,0.30002,0.077,25.6596,,,,0.376684591,0.30002,7.67E-02,2.56E+01,,
0.3,0.1,,0.448744694,0.40002,0.0487,12.1806,,,0.448485961,0.40002,0.0485,12.1159,,,,0.44843927,0.40002,4.84E-02,1.21E+01,,
